,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.153,0.4323,0.0996,"x, y, z",16 g,1
1,E2,0.0,0.5,0.0,"0, 1/2, 0",8 d,-1
2,E3,0.8177,0.403,0.0,"x, y, z",16 g,1
3,E4,0.903,0.403,0.25,"x, 1/2+x, 1/4",8 f,2
