,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,10,76,34,204,74,396,130,652,202,1791
1,V2,3,28,19,126,51,286,99,510,163,798,2084
