,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.1588,0.3086,0.2668,"x, y, z",48 h,1,1
1,V2,4,0.1355,0.2143,0.2135,"x, y, z",48 h,1,1
2,V3,3,0.0,0.4446,0.2665,"0, y, z",24 g,m,2
3,V4,3,0.0554,0.3486,0.267,"x, y, z",48 h,1,1
4,V5,3,0.0554,0.255,0.1486,"x, y, z",48 h,1,1
5,V6,3,0.0,0.278,0.0554,"0, y, z",24 g,m,2
