,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0771,0.1381,0.0,"x, y, 0",16 k,m
1,E2,0.327,0.173,0.0,"x, 1/2-x, 0",8 h,mm2
2,E3,0.2152,0.0,0.25,"x, 0, 1/4",16 j,2
