,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,3,22,19,91,60,212,120,380,200,596,1704
1,V2,4,4,36,32,136,82,280,154,472,242,1443
2,V3,12,12,60,42,156,92,300,162,492,252,1581
