,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0648,0.5615,0.0895,"x, y, z",16 g,1,1
1,V2,3,0.5,0.0,0.118,"1/2, 0, z",8 c,2,2
2,V3,5,0.1956,0.6855,0.1228,"x, y, z",16 g,1,1
