,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,12,30,70,128,208,298,404,522,658,2335,6.6.6.6.6(2).10(12)
