,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.8333,0.875,0.125,"x, y, z",8 r,1
1,E2,0.5,0.5,0.0,"1/2, 1/2, 0",2 b,2/m
2,E3,0.5,0.0,0.0,2/m,2 d,2/m
