,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,6,17,46,67,128,146,244,255,406,405,1721
1,V2,8,26,40,78,96,182,208,334,328,490,1791
2,V3,4,14,36,80,104,178,192,312,324,504,1749
