,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.25,0.25,0.75,"1/4, 1/4, 1/4",2 a,222
1,E2,0.1959,0.1005,0.9092,"x, y, z",8 m,1
2,E3,0.0,0.0,0.0,"0, 0, 0",4 f,-1
3,E4,0.25,0.0406,0.25,"1/4, y, 1/4",4 i,2
