,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,9,32,75,134,213,308,423,554,705,872,3326
1,V2,3,18,53,110,179,272,377,506,647,812,2978
