,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,9,18,30,48,78,105,123,171,231,818,5.8(2).5.8(2).5.8(2)
1,V2,3,9,15,29,53,65,103,133,160,203,774,5(2).8.8(2)
2,V3,4,8,16,33,49,69,100,137,162,209,788,3.8.5.8.5.8
