,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.5,0.0,"0, 1/2, 0",3 f,mmm,8
1,V2,4,0.2502,0.5004,0.5,"x, 2x, 1/2",6 m,mm2,4
2,V3,3,0.1501,0.5001,0.0,"x, y 0",12 p,m,2
