,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.1036,0.0,0.5,"x, 0, 1/2",4 h,mm2
1,E2,0.1036,0.0,0.0,"x, 0, 0",4 g,mm2
2,E3,0.0,0.0,0.25,"0, 0, z",4 k,mm2
3,E4,0.1768,0.125,0.125,"x, y, z",16 r,1
4,E5,0.25,0.5,0.0,"x, 1/2, 0",4 g,mm2
