,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.3229,0.8229,0.25,"x, 1/2+x, 1/4",16 k,2,2
1,V2,3,0.0,0.323,0.1235,"0, y, z",16 n,m,2
