,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,24,24,20,72,168,120,66,216,464,1183
1,V2,3,6,22,58,55,48,126,263,190,124,896
2,V3,4,10,25,39,64,90,141,159,217,250,1000
