,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0802,0.0232,0.1033,"x, y, z",48 i,1
1,E2,0.0,0.0,0.25,"x, 0, 1/4",24 f,2
2,E3,0.0448,0.125,0.2052,"x, 1/8, 1/4-x",24 h,2
