,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.1549,0.1052,0.8726,"x, y, z",16 i,1,1
1,V2,4,0.0,0.0,0.75,"0, 0, 3/4",4 b,-4,4
2,V3,4,0.3161,0.965,0.8727,"x, y, z",16 i,1,1
3,V4,4,0.2811,0.7811,0.75,"x, x+1/2, 3/4",8 g,2,2
4,V5,4,0.0,0.5,0.75,"0, 1/2, 3/4",4 d,222,4
