,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,3,44,22,214,61,502,120,910,199,1438,3514
1,V2,18,12,132,42,366,92,720,162,1194,252,2991
