,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,6,0.25,0.25,0.25,"1/4, 1/4, 1/4",8 c,-3,6
1,V2,4,0.0,0.0,0.5,"0, 0, 1/2",6 b,mmm,8
2,V3,3,0.0,0.3125,0.1875,"0, y, z",24 g,m,2
