,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.4226,0.5774,0.5,"x, 1-x, 1/2",6 m,mm2
1,E2,0.4226,0.7113,0.0,"2y, y, 0",6 l,mm2
2,E3,0.5,0.5,0.0,"1/2, 1/2, 0",3 f,mmm
