,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.3333,0.6667,0.192,"1/3, 2/3, z",4 f,3m,6
1,V2,4,0.2398,0.4796,0.0973,"x, 2x, z",12 k,m,2
2,V3,5,0.0936,0.1871,0.0473,"x, 2x, z",12 k,m,2
