,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.2281,0.4744,0.3459,"x, y, z",24 k,1,1
1,V2,3,0.0778,0.4052,0.4608,"x, y, z",24 k,1,1
2,V3,3,0.3488,0.3488,0.3488,"x, x, x",8 g,3,3
