,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.375,0.625,"0, y, 1-y",24 h,mm2
1,E2,0.875,0.25,0.375,"x, 1/4, 1/4-x",48 i,2
