,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,3,18,33,110,99,272,201,506,339,812,2394
1,V2,6,32,42,134,114,308,222,554,366,872,2651
2,V3,9,20,75,74,213,164,423,290,705,452,2426
