,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0939,0.323,0.1441,"x, y, z",24 l,1,1
1,V2,3,0.0939,0.4314,0.0779,"x, y, z",24 l,1,1
2,V3,3,0.1628,0.2567,0.2056,"x, y, z",24 l,1,1
3,V4,5,0.2394,0.5728,0.0362,"x, y, z",24 l,1,1
