,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0,0.0,0.25,"x, 0, 1/4",6 a,32,6
1,V2,3,0.3798,0.0,0.25,"x, 0, 1/4",18 e,2,2
