,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0602,0.284,0.3693,"x, y, z",96 l,1,1
1,V2,4,0.06,0.2532,0.2532,"x, y, y",48 k,m,2
2,V3,3,0.1791,0.264,0.264,"x, y, y",48 k,m,2
