,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.5,0.2502,"0, 1/2, z",24 e,4mm,8
1,V2,3,0.1444,0.3556,0.1444,"x, 1/2-x, x",32 f,3m,6
2,V3,3,0.0915,0.4085,0.25,"x, 1/2-x, z",96 k,m,2
3,V4,3,0.1443,0.3557,0.3557,"x, 1/2-x, 1/2-x",32 f,3m,6
