,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0,0.1205,0.25,"0, y, z",16 h,m,2
1,V2,4,0.3026,0.0,0.0,"x, 0, 0",16 f,2,2
