,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.5,0.0,0.0,"1/2, 0, 0",4 b,2/m
1,E2,0.6596,0.084,0.0502,"x, y, z",16 g,1
2,E3,0.75,0.1679,0.25,"3/4, y, 1/4",8 e,2
3,E4,0.75,0.25,0.0,"3/4, 1/4, 0",8 c,-1
