,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,11,26,49,76,111,158,194,262,309,1201,4.6.5.5.7.7
1,V2,4,12,26,46,78,110,150,210,240,316,1193,5.5.7.7.7(2).*
2,V3,4,11,26,48,77,115,151,199,253,324,1209,4.6.5.5.7.10
