,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.5,0.1554,"0, 1/2, z",6 i,mm2
1,E2,0.1582,0.5791,0.2659,"2y, y, z",12 o,m
2,E3,0.1092,0.4811,0.0777,"x, y, z",24 r,1
3,E4,0.3018,0.6982,0.3763,"x, 2x, z",12 o,m
4,E5,0.2073,0.6036,0.5,"2y, y, 1/2",6 m,mm2
5,E6,0.2038,0.4075,0.0,"x, 2x, 0",6 l,mm2
6,E7,0.0,0.3529,0.0,"0, y, 0",6 j,mm2
