,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,5,7,11,12,14,21,21,29,32,23,176,3.3.3.3.4.4.8.8.*.*
1,V2,3,6,9,15,15,19,24,25,30,33,180,3.8.8
2,V3,3,4,10,14,16,21,20,27,28,31,175,3.8.8
3,V4,3,6,9,13,17,21,23,23,28,29,173,6.8.8
