,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,4,10,18,28,34,56,80,114,112,460,3.12(2).12(2)
1,V2,3,6,11,16,27,44,61,83,105,115,472,3.12(2).14(4)
2,V3,5,7,11,16,33,49,74,73,103,132,504,3.3.3.3.4.4.12.12.14(2).14(2)
