,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,6,12,18,36,60,80,114,144,168,240,879,6.6.6.6.6.6.8(2).8(2).8(2).10(2).10(2).10(2).10(2).10(2).10(2)
1,V2,3,9,21,36,53,79,107,141,185,215,850,6.6.6
