,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.1661,0.4436,0.3904,"x, y, z",16 g,1,1
1,V2,4,0.3339,0.2912,0.1096,"x, y, z",16 g,1,1
