,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.398,0.0614,"0, y, z",12 k,m
1,E2,0.0661,0.4556,0.9312,"x, y, z",24 l,1
2,E3,0.1396,0.3539,0.1302,"x, y, z",24 l,1
3,E4,0.2792,0.4113,0.25,"x, y, 1/4",12 j,m
