,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,11,39,85,153,234,343,456,609,752,951,3634
1,V2,12,36,88,146,244,328,480,578,788,904,3605
