,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.2896,0.2007,0.1498,"x, y, z",36 f,1,1
1,V2,3,0.1755,0.199,0.1035,"x, y, z",36 f,1,1
2,V3,3,0.2557,0.3239,0.0233,"x, y, z",36 f,1,1
3,V4,5,0.1499,0.1606,0.0035,"x, y, z",36 f,1,1
4,V5,5,0.0597,0.1039,0.0545,"x, y, z",36 f,1,1
