,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,6,24,58,100,165,257,321,416,594,662,2604
1,V2,8,24,52,110,168,220,346,444,500,722,2595
