,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,3,28,22,143,67,363,142,705,240,1140,2854
1,V2,3,29,22,143,65,355,139,695,238,1133,2823
2,V3,12,12,88,46,264,110,562,198,956,310,2559
