,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.2405,0.6727,"x, y, z",24 l,1,1
1,V2,4,0.0928,0.4261,0.0575,"x, y, z",24 l,1,1
