,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.1018,0.1822,0.5,"x, y, 1/2",24 l,m
1,E2,0.2786,0.2786,0.5,"x, x, 0",12 i,mm2
2,E3,0.0,0.2599,0.5,"0, y, 1/2",12 h,mm2
3,E4,0.0,0.4295,0.4295,"0, y, y",12 i,mm2
4,E5,0.3536,0.4268,0.4268,"x, y, y",24 m,m
