,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,6,10,14,20,32,50,65,76,93,370,4.8.16(6)
1,V2,4,5,9,15,22,32,46,65,78,92,369,3.8.3.16(5).3.16(5)
