,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,8,17,30,50,74,97,133,171,210,794,6.8(2).8(2)
1,V2,4,8,18,36,52,74,110,134,174,224,835,6.6.8(2).8(2).10(2).10(2)
