,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,4,16,27,64,80,181,186,325,321,566,1771
1,V2,8,16,36,50,136,150,256,252,484,454,1843
2,V3,4,8,36,51,92,99,244,250,400,372,1557
