,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,8,40,30,120,64,224,118,384,172,1169
1,V2,8,8,40,28,112,68,240,110,368,188,1171
2,V3,3,18,15,67,44,162,86,293,142,458,1289
