,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.0,0.5,"0, 0, 1/2",1 b,6/mmm
1,E2,0.5,0.0,0.0,"1/2, 0, 0",3 f,mmm
2,E3,0.5,0.0,0.5,"1/2, 0, 1/2",3 g,mmm
3,E4,0.1667,0.3334,0.25,"x, 2x, z",12 o,m
