,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,7,10,15,22,28,44,59,73,101,364,3.16(2).4.8.4.8
1,V2,3,5,11,16,18,28,41,60,78,91,352,3.8.8
2,V3,3,6,12,19,25,33,45,56,64,80,344,4.8.8
3,V4,4,7,11,17,24,36,43,56,74,89,362,3.16(2).4.8.4.8
