,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,7,16,44,73,110,173,208,304,359,458,1753
1,V2,3,17,32,70,113,144,239,254,386,433,1692
