,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,24,24,96,38,288,156,576,206,936,360,2705
1,V2,8,8,96,70,272,102,552,246,952,342,2649
2,V3,3,34,28,154,80,380,162,704,277,1126,2949
