,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.125,0.9381,0.625,"1/8, y, 5/8",16 f,2
1,E2,0.0678,0.875,0.875,"x, 7/8, 7/8",16 e,2
2,E3,0.0339,0.0315,0.6635,"x, y, z",32 h,1
3,E4,0.0339,0.9065,0.5385,"x, y, z",32 h,1
