,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0267,0.0267,0.0267,"x, x, x",32 e,3m,6
1,V2,4,0.0267,0.0922,0.0922,"x, z, z",96 g,m,2
