,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,5,8,14,24,46,76,89,114,165,210,752,4.4.4.4.6.6.7.7.14.14
1,V2,4,8,18,32,44,68,98,128,152,194,747,6.6.7.7.14(2).*
2,V3,3,8,14,24,43,67,91,116,154,197,718,4.6.10
3,V4,3,8,17,30,46,69,94,120,163,195,746,6.7.7
