,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,12,26,40,64,98,120,160,218,244,987,4.4.4.4.6.6
1,V2,5,12,24,44,65,90,129,164,200,260,994,4.4.4.4.6.6.6.6.10(2).10(2)
