,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,6,12,15,27,42,58,86,97,129,477,3.12(2).3.12(2).3.12(2)
1,V2,4,6,9,18,30,39,52,86,109,117,471,3.12(2).3.12(2).3.12(2)
2,V3,4,5,10,16,32,40,55,84,104,125,476,3.12.3.12.3.12(2)
3,V4,3,6,10,16,26,44,62,79,96,130,473,4.12(2).12(2)
