,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0752,0.2856,0.1014,"x, y, z",36 i,1,1
1,V2,4,0.1622,0.3245,0.0114,"x, 2x, z",18 h,m,2
2,V3,4,0.2103,0.4206,0.0969,"x, 2x, z",18 h,m,2
3,V4,3,0.09,0.045,0.4304,"2y, y, z",18 h,m,2
4,V5,5,0.2588,0.0618,0.1507,"x, y, z",36 i,1,1
5,V6,5,0.3008,0.1504,0.24,"2y, y, z",18 h,m,2
