,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,7,12,21,45,66,95,135,172,221,778,4.12(10).12(10)
1,V2,4,6,12,26,40,70,100,128,174,222,783,4.4.12(2).12(2).12(6).12(6)
