,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.2959,0.2959,"0, y, y",24 h,mm2
1,E2,0.148,0.352,0.25,"x, 1/2-x, 1/4",48 i,2
2,E3,0.0459,0.3521,0.3521,"x, y, y",48 k,m
3,E4,0.0,0.5,0.4083,"0, 1/2, z",24 g,mm2
