,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,9,17,28,49,69,92,119,151,184,723,3.6.6.6(2).6(2).8
1,V2,4,8,17,29,46,68,91,117,154,184,719,3.6.3.8.6(2).12
