,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,12,66,44,198,96,366,170,636,264,1865
1,V2,6,6,54,36,168,90,372,164,600,258,1755
2,V3,3,24,20,106,61,257,123,468,206,746,2015
