,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0634,0.0578,0.8789,"x, y, z",96 h,1
1,E2,0.9456,0.1828,0.875,"x, y, z",96 h,1
2,E3,0.0745,0.125,0.8245,"x, 1/8, 3/4+x",48 g,2
