,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,12,28,50,76,120,172,218,284,344,1309,6(2).6(2).6(2).6(2).6(2).6(2)
1,V2,4,12,28,50,79,117,163,221,281,359,1315,6.6(2).6.6(2).6.6(2)
2,V3,4,12,28,50,80,114,160,214,280,350,1293,6(2).6(2).6(2).6(2).8(5).8(5)
